8.273321999999999621e-02,1.370124999999999989e-02,-1.466625000000000047e-02,3.071747000000000019e-02
1.116071000000000008e-01,1.230935000000000015e-02,1.931895000000000140e-02,3.041904999999999956e-02
1.392951000000000050e-01,1.036381999999999928e-02,5.278266000000000208e-02,2.981382000000000129e-02
1.658101999999999909e-01,8.465307999999999514e-03,8.563162000000000551e-02,2.911655999999999966e-02
1.911686999999999970e-01,6.617641999999999969e-03,1.177736999999999951e-01,2.832911999999999930e-02
2.153918999999999973e-01,4.824814999999999660e-03,1.491190000000000015e-01,2.745459000000000094e-02
2.385052000000000005e-01,3.088923999999999837e-03,1.795815000000000050e-01,2.649490999999999999e-02
2.605357999999999841e-01,1.412023000000000097e-03,2.090751000000000137e-01,2.545226999999999906e-02
2.815146000000000037e-01,-2.032888000000000110e-04,2.375176999999999983e-01,2.433008000000000046e-02
3.014756000000000102e-01,-1.177110999999999956e-02,2.648300000000000098e-01,2.313136999999999832e-02
3.004235000000000100e-01,-1.810264000000000040e-01,2.909358000000000222e-01,2.185917999999999889e-02
-1.818424000000000082e-02,-3.536135999999999724e-01,3.157615999999999756e-01,2.051677999999999835e-02
-3.820434999999999803e-01,-2.670479000000000047e-01,3.392375999999999725e-01,1.910738000000000020e-02
-5.476569999999999494e-01,-1.027889000000000025e-01,3.612967000000000262e-01,1.763440999999999967e-02
-5.921638999999999653e-01,-1.948425000000000157e-02,3.818755999999999817e-01,6.085659000000000207e-03
-5.936312000000000255e-01,7.862993999999999886e-03,3.808829000000000242e-01,-1.638035999999999937e-01
-5.835247999999999546e-01,1.465431000000000025e-02,6.168103999999999948e-02,-3.455533000000000077e-01
-5.708501000000000269e-01,1.553943999999999985e-02,-3.035189999999999833e-01,-2.694433999999999996e-01
-5.582719999999999905e-01,1.483751999999999988e-02,-4.713109999999999800e-01,-1.104634000000000033e-01
-5.463050000000000406e-01,2.393121999999999958e-02,-5.189230000000000231e-01,-2.930724999999999997e-02
-5.148772999999999822e-01,1.908325999999999911e-01,-5.245083000000000384e-01,-3.048968999999999898e-03
-1.673682999999999976e-01,3.611846000000000223e-01,-5.196161999999999725e-01,2.880321999999999830e-03
2.239957999999999949e-01,2.725002999999999731e-01,-5.133320999999999579e-01,2.894631999999999847e-03
4.157952999999999788e-01,1.062363000000000057e-01,-5.083974999999999467e-01,1.246069000000000039e-03
4.852463000000000193e-01,2.103732000000000171e-02,-5.053995000000000015e-01,-7.077875000000000399e-04
5.104914999999999869e-01,-8.097315000000000762e-03,-5.043659000000000336e-01,-2.685393999999999802e-03
5.230702999999999880e-01,-1.657337999999999867e-02,-5.053208999999999618e-01,-4.683266000000000165e-03
5.320595999999999659e-01,-1.904526000000000135e-02,-5.082851999999999926e-01,-6.697716000000000260e-03
5.401920999999999529e-01,-1.983725999999999892e-02,-5.132756000000000540e-01,-8.725058000000000813e-03
5.480473999999999624e-01,-3.033749999999999988e-02,-5.203056000000000347e-01,-7.458561999999999961e-04
5.356142999999999876e-01,-1.985637000000000096e-01,-5.093533000000000088e-01,1.655119999999999925e-01
2.063290999999999875e-01,-3.701652000000000275e-01,-1.838432000000000122e-01,3.435759999999999925e-01
-1.675307000000000046e-01,-2.826616000000000128e-01,1.839590000000000114e-01,2.637338000000000182e-01
-3.424992000000000036e-01,-1.175164999999999960e-01,3.506003999999999787e-01,1.009829000000000004e-01
-3.957521999999999984e-01,-3.338180000000000314e-02,3.932703000000000171e-01,1.602527000000000118e-02
-4.053983999999999921e-01,-5.264155999999999870e-03,3.900911000000000239e-01,-1.405682999999999933e-02
-4.029499999999999749e-01,2.234307000000000046e-03,3.725897000000000236e-01,-2.382391000000000023e-02
-3.974637999999999782e-01,3.759976999999999851e-03,3.498375000000000234e-01,-2.768144000000000160e-02
-3.916604000000000196e-01,3.628805000000000138e-03,3.245706999999999898e-01,-2.987273999999999832e-02
-3.861153999999999975e-01,1.322047999999999973e-02,2.973798999999999748e-01,-3.174648000000000053e-02
-3.608218000000000258e-01,1.805442999999999909e-01,2.683052000000000215e-01,-3.357527999999999901e-02
-1.922917000000000029e-02,3.512408000000000197e-01,2.373923000000000005e-01,-3.535340000000000010e-02
3.663621000000000238e-01,2.628205000000000124e-01,2.046928000000000081e-01,-3.707512000000000307e-02
5.524539000000000533e-01,9.673830999999999403e-02,1.702639999999999987e-01,-3.873502000000000195e-02
6.161796999999999969e-01,3.379193999999999948e-02,1.341683999999999932e-01,-3.952838000000000185e-02
